lead_id,source,campaign,region,role,prior_course_interest,page_views,last_touch_days,recency_days,email_opens,webinar_attended,form_submissions,prior_purchases,region_engagement_score,time_spent_minutes,label_conversion,label_class
LEAD-100048,Organic,Spring2025,Asia,Analyst,Strategy,17,5,20,1,No,3,1,59.96,294,1,Warm
LEAD-101862,Organic,Webinar2025,Asia,VP,Marketing,27,18,13,0,Yes,1,1,61.15,151,0,Cold
LEAD-101382,Facebook,Summer2025,Australia,Manager,Machine Learning; Data Science; Strategy,20,11,6,2,Yes,0,1,27.5,35,0,Warm
LEAD-101792,Google Ads,Spring2025,Europe,Intern,Machine Learning; Strategy,5,13,3,5,Yes,3,0,57.61,259,0,Cold
LEAD-101299,LinkedIn,Spring2025,North America,Analyst,Leadership,1,7,11,4,Yes,5,0,36.31,72,0,Warm
LEAD-101246,Facebook,Webinar2025,Europe,Intern,Machine Learning; Marketing,29,14,22,4,Yes,3,0,54.76,93,0,Cold
LEAD-101326,Facebook,Webinar2025,Australia,Analyst,Strategy,18,14,23,0,No,4,1,45.57,292,0,Cold
LEAD-100440,Facebook,Spring2025,North America,Intern,Machine Learning; Leadership; Strategy,17,4,21,10,No,2,2,70.28,242,1,Hot
LEAD-100683,LinkedIn,Webinar2025,Australia,Intern,Data Science; Strategy,38,0,3,11,No,2,2,77.5,233,1,Hot
LEAD-101306,Facebook,Webinar2025,Australia,Director,Leadership,10,6,7,5,Yes,2,0,43.17,101,0,Cold
LEAD-100646,Organic,Spring2025,Australia,Director,Data Science,41,2,10,4,Yes,2,1,56.46,136,1,Hot
LEAD-101644,Organic,Spring2025,Europe,Director,Leadership; Machine Learning; Marketing,16,9,26,5,Yes,5,0,68.37,89,0,Cold
LEAD-100276,Referral,Spring2025,North America,Director,Data Science; Marketing,25,4,4,9,Yes,2,0,52.84,5,1,Hot
LEAD-101054,Organic,Summer2025,North America,Analyst,Data Science; Strategy,13,15,8,5,No,4,0,66.31,108,0,Cold
LEAD-101921,LinkedIn,Spring2025,Australia,Intern,Strategy; Machine Learning; Leadership,24,16,24,7,Yes,5,0,49.18,146,0,Hot
LEAD-101962,Google Ads,Summer2025,North America,VP,Data Science,5,15,9,4,Yes,5,0,56.92,122,0,Warm
LEAD-101450,Facebook,Summer2025,North America,VP,Data Science; Machine Learning,13,19,26,7,Yes,4,0,63.01,176,0,Warm
LEAD-100140,Google Ads,Spring2025,Asia,Director,Machine Learning; Leadership,17,9,25,5,No,3,1,49.54,222,1,Hot
LEAD-101585,Referral,Spring2025,Asia,Intern,Marketing,22,16,24,4,Yes,2,1,64.51,285,0,Warm
LEAD-100624,Referral,Summer2025,Europe,Analyst,Machine Learning,23,7,26,10,Yes,5,0,70.15,14,1,Warm
LEAD-100727,Organic,Spring2025,Australia,Director,Strategy; Marketing,19,2,27,3,No,2,0,52.97,57,1,Warm
LEAD-101512,Google Ads,Spring2025,Europe,Analyst,Machine Learning; Leadership; Marketing,9,14,10,5,Yes,4,0,54.22,178,0,Warm
LEAD-100976,Referral,Summer2025,Europe,VP,Machine Learning; Data Science; Leadership,2,12,27,7,No,3,1,62.57,244,0,Cold
LEAD-100044,Facebook,Summer2025,Australia,Analyst,Machine Learning; Strategy; Data Science,31,8,9,5,No,4,3,47.75,260,1,Hot
LEAD-100939,Google Ads,Webinar2025,Asia,Manager,Machine Learning; Strategy,3,5,11,1,Yes,3,1,57.85,131,0,Cold
LEAD-100543,Organic,Webinar2025,Asia,Analyst,Machine Learning; Data Science,23,9,0,7,Yes,0,0,89.51,136,1,Warm
LEAD-101641,Google Ads,Webinar2025,Asia,Intern,Data Science,10,15,0,-1,Yes,1,1,45.17,251,0,Cold
LEAD-101657,Facebook,Summer2025,Australia,Analyst,Machine Learning; Data Science; Marketing,13,20,6,1,No,5,0,61.73,255,0,Cold
LEAD-101601,Facebook,Spring2025,North America,Analyst,Strategy; Marketing,13,14,20,0,Yes,3,1,74.92,83,0,Warm
LEAD-100566,LinkedIn,Summer2025,Europe,Director,Data Science; Machine Learning; Marketing,36,4,9,9,Yes,3,2,54.79,158,1,Warm
LEAD-100426,Referral,Summer2025,Asia,Analyst,Data Science; Strategy; Machine Learning,33,7,21,6,Yes,3,0,83.15,141,1,Hot
LEAD-100977,Referral,Spring2025,Europe,Intern,Marketing,8,8,9,4,No,1,1,31.03,91,0,Cold
LEAD-101261,Facebook,Summer2025,Asia,Manager,Data Science,19,9,3,3,No,0,0,46.79,249,0,Warm
LEAD-100928,Referral,Webinar2025,Europe,Analyst,Machine Learning; Data Science; Strategy,18,11,16,2,No,5,0,56.8,158,0,Cold
LEAD-100430,Referral,Webinar2025,Asia,VP,Leadership; Data Science; Strategy,31,8,0,12,Yes,4,2,93.06,98,1,Hot
LEAD-101260,Facebook,Webinar2025,North America,Intern,Strategy; Data Science; Machine Learning,4,12,22,5,Yes,2,1,27.31,225,0,Cold
LEAD-100563,Google Ads,Webinar2025,Australia,Analyst,Strategy; Data Science; Leadership,24,5,15,7,No,2,0,90.31,65,1,Hot
LEAD-100093,LinkedIn,Webinar2025,Asia,Director,Marketing,24,6,15,2,Yes,2,1,104.31,262,1,Hot
LEAD-100621,LinkedIn,Spring2025,Australia,Director,Strategy; Marketing; Data Science,37,4,17,6,Yes,5,3,83.88,241,1,Cold
LEAD-101378,Referral,Spring2025,North America,Manager,Leadership; Strategy,11,20,13,0,No,3,1,57.65,39,0,Cold
LEAD-100718,LinkedIn,Spring2025,Europe,Director,Leadership; Data Science; Marketing,24,8,8,10,Yes,2,0,64.04,266,1,Warm
LEAD-100138,Facebook,Webinar2025,Asia,Director,Data Science; Leadership,42,5,25,9,No,4,1,62.97,167,1,Warm
LEAD-100240,Organic,Spring2025,Europe,Manager,Strategy,21,7,12,9,No,4,1,60.33,146,1,Hot
LEAD-100421,Organic,Spring2025,Australia,Analyst,Marketing; Leadership; Strategy,38,0,16,11,Yes,5,2,76.26,209,1,Cold
LEAD-100192,LinkedIn,Summer2025,Asia,Manager,Data Science; Marketing; Strategy,33,4,29,3,No,5,3,72.06,108,1,Hot
LEAD-101342,Referral,Summer2025,Europe,Analyst,Leadership,21,8,21,6,Yes,1,1,27.33,46,0,Cold
LEAD-100063,Referral,Spring2025,Asia,Analyst,Strategy; Machine Learning,27,0,18,10,Yes,0,2,77.19,198,1,Hot
LEAD-100581,Facebook,Webinar2025,Australia,Director,Strategy; Machine Learning,30,2,9,7,No,2,3,48.95,71,1,Warm
LEAD-101953,Organic,Webinar2025,Europe,Manager,Data Science; Leadership; Marketing,7,11,22,6,Yes,0,0,40.13,268,0,Cold
LEAD-101807,Facebook,Summer2025,North America,VP,Strategy; Data Science; Leadership,28,16,8,5,No,0,0,50.32,243,0,Warm
LEAD-101070,Facebook,Summer2025,North America,Intern,Machine Learning; Data Science; Marketing,7,10,30,9,No,5,0,44.15,262,0,Warm
LEAD-100534,Organic,Summer2025,Asia,VP,Strategy,39,10,6,12,No,5,3,88.35,141,1,Warm
LEAD-101163,Facebook,Summer2025,Asia,Intern,Machine Learning; Marketing,28,8,25,0,Yes,5,1,38.64,298,0,Cold
LEAD-100322,Referral,Spring2025,North America,Intern,Machine Learning; Leadership; Strategy,34,9,17,10,No,0,3,79.28,288,1,Warm
LEAD-101574,Referral,Summer2025,Europe,VP,Data Science,21,7,15,6,Yes,1,1,57.18,30,0,Cold
LEAD-100399,Referral,Summer2025,Asia,Intern,Data Science; Strategy,28,2,12,3,Yes,5,1,65.42,192,1,Warm
LEAD-101430,Organic,Webinar2025,Asia,Manager,Marketing,16,17,4,7,Yes,0,0,24.1,33,0,Cold
LEAD-100303,Facebook,Summer2025,Australia,Analyst,Marketing,17,6,12,9,Yes,0,1,55.28,60,1,Hot
LEAD-101208,Organic,Webinar2025,Europe,Director,Marketing; Data Science; Strategy,7,18,27,3,No,1,0,39.66,227,0,Warm
LEAD-100529,Organic,Spring2025,North America,Manager,Data Science; Machine Learning; Strategy,20,0,6,9,Yes,2,3,70.07,181,1,Cold
LEAD-100381,LinkedIn,Webinar2025,Europe,VP,Machine Learning,15,0,25,4,No,5,0,49.59,180,1,Warm
LEAD-100482,Google Ads,Webinar2025,North America,Analyst,Machine Learning; Marketing,31,3,2,8,Yes,0,2,74.53,154,1,Warm
LEAD-100212,Organic,Spring2025,Australia,Manager,Data Science; Leadership,38,2,6,9,Yes,5,3,76.02,206,1,Warm
LEAD-100512,Organic,Spring2025,Australia,VP,Leadership; Marketing; Machine Learning,34,4,1,3,No,4,2,57.13,279,1,Hot
LEAD-101033,Organic,Webinar2025,Europe,Manager,Machine Learning; Strategy,19,6,17,2,Yes,2,0,28.85,275,0,Cold
LEAD-100925,Facebook,Summer2025,Europe,Manager,Strategy; Machine Learning,16,20,12,1,No,4,1,53.67,39,0,Warm
LEAD-101625,Organic,Summer2025,Asia,Analyst,Machine Learning,24,11,12,1,No,0,1,31.24,154,0,Warm
LEAD-100907,Google Ads,Spring2025,Europe,Director,Data Science; Leadership; Marketing,8,10,18,0,No,0,1,31.73,154,0,Warm
LEAD-100448,Referral,Spring2025,Asia,Manager,Machine Learning; Marketing,31,5,17,6,No,3,0,81.68,8,1,Hot
LEAD-100693,Google Ads,Webinar2025,Europe,Analyst,Leadership; Machine Learning; Marketing,32,9,6,2,Yes,5,3,44.58,294,1,Warm
LEAD-101165,LinkedIn,Webinar2025,North America,Manager,Machine Learning,21,20,21,0,Yes,5,0,36.93,116,0,Cold
LEAD-101668,Facebook,Webinar2025,Europe,Analyst,Data Science; Marketing,22,8,28,4,Yes,3,0,33.54,277,0,Warm
LEAD-100595,LinkedIn,Summer2025,Europe,VP,Strategy; Machine Learning,15,3,3,5,No,4,3,51.38,114,1,Warm
LEAD-100613,Referral,Summer2025,Australia,Director,Strategy; Leadership,16,6,5,5,No,0,3,65.21,150,1,Hot
LEAD-100242,Facebook,Summer2025,North America,Intern,Strategy,17,9,16,3,Yes,2,2,104.05,154,1,Warm
LEAD-100469,Organic,Webinar2025,Europe,VP,Machine Learning,26,5,5,11,No,5,1,76.02,9,1,Warm
LEAD-101152,Referral,Webinar2025,North America,Manager,Leadership; Marketing; Data Science,2,13,25,7,Yes,0,0,58.63,248,0,Cold
LEAD-100406,Google Ads,Spring2025,Europe,Manager,Data Science,25,0,20,9,No,4,3,52.2,6,1,Warm
LEAD-101120,Referral,Summer2025,Australia,Analyst,Leadership,14,17,22,2,Yes,2,0,39.01,28,0,Cold
LEAD-101488,Referral,Webinar2025,Australia,VP,Leadership; Machine Learning,8,16,4,6,Yes,3,0,44.43,201,0,Warm
LEAD-100749,Facebook,Spring2025,Australia,Intern,Machine Learning; Data Science,26,10,2,10,Yes,1,2,59.55,14,1,Hot
LEAD-100875,Facebook,Summer2025,Asia,VP,Machine Learning; Strategy,27,20,1,5,Yes,4,1,59.65,190,0,Warm
LEAD-100269,Facebook,Summer2025,Europe,Intern,Leadership; Machine Learning; Strategy,22,5,22,9,No,1,1,90.39,33,1,Hot
LEAD-101957,Facebook,Spring2025,Europe,Intern,Machine Learning; Marketing,23,6,9,3,No,3,1,40.4,242,0,Cold
LEAD-100439,Facebook,Summer2025,North America,Manager,Strategy; Leadership,29,8,28,4,Yes,1,3,60.0,109,1,Hot
LEAD-101705,Referral,Spring2025,Asia,Manager,Marketing; Data Science; Strategy,10,8,20,6,No,3,1,28.26,25,0,Cold
LEAD-101791,Google Ads,Webinar2025,North America,Director,Machine Learning,27,14,5,4,No,0,1,67.69,15,0,Warm
LEAD-101661,Facebook,Webinar2025,Australia,Analyst,Data Science; Machine Learning,25,13,21,1,Yes,1,1,63.0,157,0,Cold
LEAD-100205,Referral,Summer2025,Asia,Manager,Leadership; Strategy; Machine Learning,22,5,29,11,No,5,2,74.89,277,1,Hot
LEAD-101156,Facebook,Webinar2025,North America,VP,Strategy; Data Science; Machine Learning,28,14,14,5,No,2,1,42.87,189,0,Cold
LEAD-101112,Referral,Webinar2025,Australia,Analyst,Leadership,23,6,6,7,No,1,0,59.47,124,0,Cold
LEAD-101540,LinkedIn,Webinar2025,Australia,Director,Data Science; Machine Learning; Marketing,26,7,9,5,No,3,0,76.19,234,0,Warm
LEAD-100416,Google Ads,Webinar2025,Australia,Intern,Marketing; Machine Learning; Strategy,30,6,7,4,Yes,3,0,52.48,60,1,Hot
LEAD-101573,Google Ads,Summer2025,North America,Manager,Strategy; Machine Learning,22,15,8,2,Yes,0,1,51.56,223,0,Cold
LEAD-101102,LinkedIn,Spring2025,Europe,Analyst,Leadership,9,8,10,7,No,4,1,58.18,151,0,Cold
LEAD-100330,Organic,Spring2025,North America,Analyst,Machine Learning; Strategy,15,5,18,4,No,4,1,80.77,189,1,Hot
LEAD-100910,Facebook,Spring2025,North America,Manager,Data Science; Marketing,26,11,5,1,Yes,2,1,28.62,212,0,Cold
LEAD-100572,LinkedIn,Webinar2025,Asia,Director,Machine Learning,21,0,3,2,Yes,5,1,47.19,147,1,Hot
LEAD-100218,Facebook,Summer2025,Australia,VP,Data Science; Machine Learning; Strategy,32,0,12,11,No,0,3,68.18,122,1,Warm
LEAD-101833,Organic,Webinar2025,North America,Director,Machine Learning,14,10,2,0,No,2,1,23.28,272,0,Warm
LEAD-101523,Google Ads,Spring2025,Australia,Director,Machine Learning; Leadership,17,7,19,3,No,3,0,29.88,133,0,Cold
LEAD-100268,LinkedIn,Summer2025,Asia,VP,Marketing,16,9,3,3,Yes,5,2,85.27,243,1,Hot
LEAD-101034,Google Ads,Spring2025,Australia,VP,Leadership,31,12,17,7,Yes,2,1,52.14,11,0,Hot
LEAD-100384,Google Ads,Spring2025,Europe,Director,Machine Learning; Marketing; Data Science,17,4,9,2,Yes,4,3,92.03,251,1,Hot
LEAD-100873,LinkedIn,Spring2025,Australia,Director,Machine Learning,11,20,27,3,Yes,4,0,33.99,29,0,Cold
LEAD-101335,LinkedIn,Webinar2025,Asia,Director,Leadership; Data Science; Machine Learning,24,12,12,6,Yes,3,0,31.56,52,0,Cold
LEAD-101667,LinkedIn,Spring2025,Europe,Intern,Machine Learning; Data Science,16,11,11,0,No,4,1,34.64,232,0,Warm
LEAD-101843,Referral,Summer2025,Australia,Manager,Machine Learning; Data Science; Leadership,27,19,28,6,Yes,5,0,39.64,270,0,Cold
LEAD-100387,Organic,Spring2025,Europe,VP,Strategy; Data Science; Leadership,28,5,28,2,No,5,2,64.84,225,1,Hot
LEAD-101064,Facebook,Summer2025,North America,Manager,Marketing,11,17,27,5,Yes,0,0,11.3,291,0,Hot
LEAD-100321,Google Ads,Webinar2025,North America,Director,Leadership,34,9,0,10,Yes,5,1,71.26,184,1,Hot
LEAD-100100,Organic,Summer2025,North America,VP,Leadership; Strategy; Marketing,19,8,15,10,Yes,2,3,79.54,62,1,Hot
LEAD-101915,Google Ads,Spring2025,Australia,Analyst,Marketing,11,7,9,7,No,0,0,52.2,158,0,Hot
LEAD-100932,Google Ads,Webinar2025,Asia,VP,Leadership; Marketing,34,7,4,4,No,2,0,49.49,254,0,Warm
LEAD-100123,Organic,Webinar2025,Europe,Intern,Machine Learning,25,2,9,9,No,4,1,96.15,110,1,Warm
LEAD-101413,LinkedIn,Summer2025,Asia,Director,Leadership,12,19,17,3,Yes,3,0,40.89,221,0,Cold
LEAD-100993,Organic,Spring2025,Australia,Director,Marketing; Strategy,28,11,17,0,No,2,0,34.25,15,0,Cold
LEAD-101511,LinkedIn,Webinar2025,Europe,Intern,Marketing; Strategy,10,6,26,1,Yes,5,0,25.78,88,0,Cold
LEAD-101011,Google Ads,Summer2025,Asia,Intern,Marketing; Leadership,23,20,10,8,Yes,0,1,22.3,122,0,Cold
LEAD-100172,Facebook,Webinar2025,North America,Director,Leadership,26,0,26,11,Yes,2,0,63.58,299,1,Cold
LEAD-101454,LinkedIn,Summer2025,Asia,Manager,Strategy; Marketing; Leadership,22,7,0,7,Yes,3,0,36.76,121,0,Cold
LEAD-101367,Google Ads,Summer2025,Australia,VP,Machine Learning; Marketing,26,10,28,1,Yes,2,1,39.32,8,0,Warm
LEAD-100022,Organic,Spring2025,Australia,Intern,Machine Learning; Marketing,40,2,17,7,No,2,0,83.76,216,1,Cold
LEAD-101837,Google Ads,Summer2025,Europe,Director,Data Science; Strategy,4,9,27,1,No,1,0,50.13,287,0,Cold
LEAD-101136,Google Ads,Webinar2025,Asia,Intern,Marketing; Strategy; Data Science,25,18,9,9,Yes,1,0,21.54,143,0,Cold
LEAD-101763,Organic,Webinar2025,Europe,Manager,Leadership; Machine Learning,28,7,28,0,No,2,0,34.66,268,0,Hot
LEAD-100294,LinkedIn,Webinar2025,North America,Intern,Strategy; Machine Learning; Marketing,24,6,12,7,Yes,0,3,79.51,235,1,Hot
LEAD-100815,Google Ads,Spring2025,Europe,Analyst,Leadership; Marketing,12,11,5,7,No,2,1,66.31,42,0,Warm
LEAD-100427,Organic,Summer2025,Asia,Director,Marketing; Data Science; Leadership,20,7,6,9,No,5,2,76.84,128,1,Hot
LEAD-101161,Organic,Spring2025,North America,Intern,Strategy; Machine Learning,5,15,11,7,Yes,0,0,66.27,45,0,Warm
LEAD-101972,Referral,Summer2025,Australia,Intern,Data Science,5,8,26,7,No,4,1,22.18,74,0,Cold
LEAD-101603,LinkedIn,Webinar2025,North America,Analyst,Data Science; Leadership,13,9,3,1,No,5,0,57.06,223,0,Cold
LEAD-100761,LinkedIn,Summer2025,Europe,Manager,Data Science; Leadership; Machine Learning,34,0,18,5,Yes,3,2,55.7,13,1,Warm
LEAD-100851,LinkedIn,Summer2025,Asia,Manager,Data Science; Marketing; Strategy,10,20,18,6,Yes,3,1,32.72,203,0,Warm
LEAD-101312,Organic,Summer2025,Europe,Intern,Marketing; Data Science,22,9,10,0,Yes,0,0,70.54,198,0,Cold
LEAD-101397,LinkedIn,Summer2025,Australia,Analyst,Marketing; Machine Learning,19,19,6,3,Yes,4,1,46.19,143,0,Cold
LEAD-101106,Referral,Summer2025,North America,Intern,Machine Learning; Strategy,4,9,12,6,Yes,4,0,62.23,4,0,Hot
LEAD-101669,Facebook,Spring2025,Australia,Director,Strategy,29,6,15,5,Yes,2,0,53.49,108,0,Warm
LEAD-100904,LinkedIn,Spring2025,Australia,VP,Marketing; Machine Learning; Strategy,8,11,25,1,Yes,5,0,30.95,204,0,Warm
LEAD-100455,Referral,Spring2025,Australia,Manager,Leadership; Machine Learning; Marketing,37,4,5,12,No,1,0,54.35,28,1,Warm
LEAD-100365,Organic,Spring2025,Australia,Manager,Marketing,21,2,21,1,No,4,2,70.42,68,1,Warm
LEAD-101613,Google Ads,Webinar2025,Australia,Intern,Data Science,30,7,12,3,Yes,5,1,40.86,235,0,Cold
LEAD-101355,LinkedIn,Summer2025,Australia,Director,Data Science; Strategy,15,9,22,7,Yes,2,1,53.87,262,0,Cold
LEAD-100668,Referral,Spring2025,North America,Manager,Leadership; Data Science,27,9,0,6,Yes,2,0,72.96,106,1,Hot
LEAD-101381,LinkedIn,Webinar2025,Europe,VP,Strategy; Marketing,25,9,26,3,Yes,0,1,65.6,10,0,Hot
LEAD-100606,Organic,Spring2025,North America,Intern,Marketing; Machine Learning,33,8,12,6,No,0,3,84.68,102,1,Hot
LEAD-101460,Referral,Spring2025,Europe,Manager,Leadership,19,13,27,2,Yes,1,0,72.45,156,0,Cold
LEAD-101991,LinkedIn,Spring2025,Asia,Manager,Machine Learning,18,7,4,2,Yes,3,0,63.68,204,0,Cold
LEAD-100825,Google Ads,Spring2025,Asia,Director,Marketing; Machine Learning; Leadership,12,5,7,2,No,1,0,26.27,118,0,Cold
LEAD-101140,Organic,Summer2025,Australia,Intern,Leadership; Data Science,8,11,18,3,No,5,0,55.58,49,0,Cold
LEAD-100553,LinkedIn,Webinar2025,North America,Intern,Data Science; Marketing,39,2,8,3,No,1,0,65.31,238,1,Warm
LEAD-100772,Facebook,Summer2025,North America,Intern,Leadership; Data Science,26,3,24,10,No,0,1,50.11,23,1,Warm
LEAD-101858,Referral,Spring2025,Asia,VP,Leadership; Machine Learning,13,7,0,0,No,5,1,71.03,80,0,Warm
LEAD-100045,Referral,Spring2025,Europe,Analyst,Leadership; Data Science; Marketing,31,0,11,10,No,0,1,65.82,228,1,Hot
LEAD-101643,Organic,Webinar2025,Europe,VP,Strategy; Marketing; Data Science,23,16,25,8,Yes,0,1,40.47,98,0,Warm
LEAD-101629,LinkedIn,Spring2025,Europe,Director,Machine Learning; Marketing; Strategy,21,9,0,4,No,5,1,39.49,38,0,Warm
LEAD-100398,Organic,Summer2025,Australia,Intern,Data Science; Machine Learning; Leadership,38,10,25,3,No,2,0,108.55,175,1,Hot
LEAD-101786,Facebook,Spring2025,North America,Analyst,Leadership; Data Science; Machine Learning,24,12,25,1,No,3,1,55.27,240,0,Cold
LEAD-101948,Google Ads,Summer2025,Asia,Analyst,Leadership,11,14,4,1,Yes,4,0,36.88,28,0,Warm
LEAD-100296,Facebook,Spring2025,North America,VP,Data Science,25,10,5,10,No,3,2,56.3,156,1,Warm
LEAD-101823,Google Ads,Spring2025,Asia,Analyst,Strategy; Machine Learning,15,13,7,0,Yes,2,0,67.65,34,0,Cold
LEAD-100344,Google Ads,Spring2025,North America,VP,Marketing; Leadership,20,9,30,11,Yes,5,0,56.4,62,1,Hot
LEAD-100985,Google Ads,Webinar2025,Asia,Analyst,Marketing,30,12,3,7,Yes,1,1,24.76,300,0,Cold
LEAD-101805,LinkedIn,Webinar2025,Europe,VP,Strategy; Data Science,16,14,4,1,Yes,3,1,46.26,190,0,Cold
LEAD-101959,Organic,Summer2025,North America,Director,Strategy; Leadership; Data Science,13,5,2,6,Yes,1,1,33.04,90,0,Hot
LEAD-100447,Facebook,Summer2025,Asia,Manager,Machine Learning; Leadership; Strategy,25,5,24,11,No,3,1,61.37,299,1,Cold
LEAD-101267,Google Ads,Webinar2025,Asia,Intern,Strategy,30,13,6,4,No,5,1,29.07,110,0,Cold
LEAD-101388,LinkedIn,Spring2025,North America,Director,Data Science; Marketing,8,12,0,3,Yes,1,1,21.22,36,0,Cold
LEAD-100075,Facebook,Webinar2025,Europe,VP,Machine Learning; Data Science,30,4,24,3,Yes,1,3,86.95,119,1,Warm
LEAD-101577,Google Ads,Spring2025,Australia,Analyst,Leadership,25,11,12,4,No,3,0,62.01,275,0,Cold
LEAD-100424,Referral,Spring2025,North America,Director,Leadership; Strategy,29,5,20,7,No,2,3,54.87,280,1,Warm
LEAD-101552,Google Ads,Webinar2025,North America,Director,Leadership; Strategy; Machine Learning,19,12,5,2,Yes,1,1,51.94,172,0,Warm
LEAD-100453,Facebook,Spring2025,Australia,Analyst,Strategy; Data Science,19,10,25,10,Yes,2,0,80.13,168,1,Hot
LEAD-100125,Facebook,Spring2025,Australia,Manager,Strategy; Data Science,32,4,9,7,Yes,1,3,66.13,154,1,Hot
LEAD-101351,Referral,Webinar2025,North America,VP,Marketing; Strategy,6,14,24,6,Yes,0,1,43.95,154,0,Cold
LEAD-101790,Organic,Spring2025,North America,Intern,Strategy,6,13,26,0,No,5,1,70.92,137,0,Warm
LEAD-101541,Facebook,Summer2025,North America,Intern,Data Science; Marketing,23,9,12,4,Yes,4,0,36.94,72,0,Cold
LEAD-101195,Referral,Summer2025,Europe,VP,Marketing; Leadership; Data Science,26,8,6,2,No,3,0,65.76,132,0,Warm
LEAD-101014,Google Ads,Spring2025,Australia,Intern,Data Science,13,20,1,7,Yes,0,0,63.51,131,0,Cold
LEAD-101168,LinkedIn,Spring2025,North America,Director,Machine Learning; Marketing; Strategy,21,18,26,3,Yes,2,0,21.21,22,0,Hot
LEAD-100589,LinkedIn,Webinar2025,North America,Manager,Strategy; Machine Learning,35,1,0,3,Yes,0,2,62.6,118,1,Warm
LEAD-101248,Google Ads,Spring2025,Australia,Analyst,Marketing; Leadership,7,20,30,0,Yes,1,1,41.54,121,0,Cold
LEAD-101175,Organic,Webinar2025,North America,Director,Marketing; Machine Learning,4,7,28,6,No,4,1,45.17,45,0,Cold
LEAD-101676,Google Ads,Spring2025,Australia,VP,Strategy,27,8,30,0,Yes,0,1,22.13,244,0,Hot
LEAD-101209,Google Ads,Webinar2025,North America,Manager,Strategy,13,7,9,1,No,1,0,18.0,25,0,Warm
LEAD-100542,Referral,Webinar2025,North America,VP,Leadership; Machine Learning,32,7,24,10,No,1,3,59.12,160,1,Warm
LEAD-100516,LinkedIn,Webinar2025,North America,Manager,Machine Learning; Marketing,16,8,14,4,No,0,1,51.83,60,1,Warm
LEAD-101332,Google Ads,Summer2025,Europe,Intern,Leadership; Marketing; Data Science,23,19,2,3,Yes,3,0,65.2,135,0,Cold
LEAD-100062,Google Ads,Summer2025,North America,Director,Marketing,40,10,9,10,No,2,2,70.7,210,1,Cold
LEAD-100012,LinkedIn,Spring2025,Europe,Director,Marketing,36,5,25,6,Yes,4,0,77.14,100,1,Hot
LEAD-100305,LinkedIn,Webinar2025,North America,Director,Data Science; Machine Learning,17,0,5,8,Yes,3,2,53.69,58,1,Warm
LEAD-100495,Google Ads,Spring2025,Asia,Manager,Leadership; Machine Learning,34,6,1,10,Yes,4,0,88.04,137,1,Warm
LEAD-101956,Google Ads,Spring2025,Australia,Director,Machine Learning,11,13,20,6,Yes,1,1,25.84,283,0,Hot
LEAD-100818,Referral,Spring2025,Europe,VP,Leadership; Machine Learning,9,8,13,6,No,0,0,50.42,272,0,Cold
LEAD-101043,Referral,Webinar2025,Asia,Manager,Data Science,28,9,26,5,No,3,0,37.44,225,0,Cold
LEAD-100047,Organic,Webinar2025,Europe,Manager,Marketing; Strategy; Leadership,29,0,21,9,No,3,0,52.55,152,1,Hot
LEAD-100739,Organic,Webinar2025,Europe,VP,Strategy; Leadership; Machine Learning,22,9,5,8,Yes,0,1,82.45,257,1,Hot
LEAD-100450,Google Ads,Summer2025,Australia,VP,Leadership; Machine Learning,24,5,26,7,Yes,2,2,84.43,219,1,Warm
LEAD-101489,LinkedIn,Spring2025,North America,Manager,Strategy,32,12,1,3,No,4,0,66.48,33,0,Cold
LEAD-101114,Referral,Spring2025,Europe,Analyst,Machine Learning; Strategy,9,9,24,4,No,2,1,43.04,123,0,Cold
LEAD-101147,Organic,Spring2025,North America,Analyst,Strategy,30,6,19,7,No,3,0,46.77,11,0,Warm
LEAD-101256,Facebook,Summer2025,Europe,Analyst,Machine Learning; Marketing,6,13,0,2,Yes,0,1,28.09,81,0,Cold
LEAD-101125,Facebook,Summer2025,North America,Intern,Strategy; Machine Learning,29,16,0,0,No,1,1,50.45,274,0,Warm
LEAD-100561,LinkedIn,Summer2025,Australia,Director,Marketing,25,6,1,8,No,1,1,85.87,134,1,Hot
LEAD-101655,Organic,Spring2025,North America,Manager,Machine Learning,15,14,26,7,No,3,1,60.1,119,0,Warm
LEAD-101081,Google Ads,Summer2025,Australia,Manager,Machine Learning; Marketing; Leadership,29,18,25,6,No,1,1,39.05,270,0,Warm
LEAD-100644,Referral,Webinar2025,North America,Director,Leadership; Strategy; Marketing,30,2,8,10,No,3,3,89.94,47,1,Warm
LEAD-100780,Referral,Summer2025,Australia,Analyst,Data Science; Strategy; Machine Learning,16,1,6,10,Yes,2,3,96.42,200,1,Hot
LEAD-101135,Referral,Summer2025,North America,Director,Machine Learning; Leadership; Marketing,16,13,11,5,No,1,1,45.07,165,0,Warm
LEAD-100207,LinkedIn,Spring2025,Australia,Intern,Machine Learning; Leadership; Strategy,37,0,12,10,Yes,0,3,73.16,128,1,Cold
LEAD-100507,Referral,Summer2025,North America,Analyst,Machine Learning,34,5,10,5,Yes,4,1,71.44,243,1,Cold
LEAD-100408,Organic,Webinar2025,Asia,Analyst,Strategy; Machine Learning,30,8,25,13,No,1,3,75.67,140,1,Hot
LEAD-100768,Facebook,Webinar2025,Australia,Analyst,Machine Learning; Strategy,34,8,18,7,No,4,1,60.74,247,1,Hot
